# stage=stage3 size=medium precision=fp32 warmup=100 measure=100000 core=3
# isolated_cpus=3 no_turbo=1 perf_paranoid=1
stage,size,precision,iteration,nanoseconds
stage3,medium,fp32,0,76708489
stage3,medium,fp32,1,76647986
stage3,medium,fp32,2,76636129
stage3,medium,fp32,3,76655023
stage3,medium,fp32,4,76662560
stage3,medium,fp32,5,76611394
stage3,medium,fp32,6,76688697
stage3,medium,fp32,7,76618829
stage3,medium,fp32,8,76658992
stage3,medium,fp32,9,76658603
stage3,medium,fp32,10,76631123
stage3,medium,fp32,11,76648169
stage3,medium,fp32,12,76623570
stage3,medium,fp32,13,76627322
stage3,medium,fp32,14,76667728
stage3,medium,fp32,15,76638808
stage3,medium,fp32,16,76682433
stage3,medium,fp32,17,76668365
stage3,medium,fp32,18,76715953
stage3,medium,fp32,19,76727725
stage3,medium,fp32,20,76645892
stage3,medium,fp32,21,76642359
stage3,medium,fp32,22,76625139
stage3,medium,fp32,23,76706234
stage3,medium,fp32,24,76646844
stage3,medium,fp32,25,76689043
stage3,medium,fp32,26,76661376
stage3,medium,fp32,27,76632397
stage3,medium,fp32,28,76671176
stage3,medium,fp32,29,76609789
stage3,medium,fp32,30,76621495
stage3,medium,fp32,31,76619825
stage3,medium,fp32,32,76634128
stage3,medium,fp32,33,76657657
stage3,medium,fp32,34,76687863
stage3,medium,fp32,35,76650219
stage3,medium,fp32,36,76663169
stage3,medium,fp32,37,76705100
stage3,medium,fp32,38,76670522
stage3,medium,fp32,39,76677004
stage3,medium,fp32,40,76642541
stage3,medium,fp32,41,76692672
stage3,medium,fp32,42,76648466
stage3,medium,fp32,43,76673719
stage3,medium,fp32,44,76682495
stage3,medium,fp32,45,76656764
stage3,medium,fp32,46,76673711
stage3,medium,fp32,47,76690694
stage3,medium,fp32,48,76657161
stage3,medium,fp32,49,76642957
stage3,medium,fp32,50,76649883
stage3,medium,fp32,51,76660239
stage3,medium,fp32,52,76652112
stage3,medium,fp32,53,76639798
stage3,medium,fp32,54,76643271
stage3,medium,fp32,55,76675745
stage3,medium,fp32,56,76693805
stage3,medium,fp32,57,76668133
stage3,medium,fp32,58,76693036
stage3,medium,fp32,59,76679853
stage3,medium,fp32,60,76673242
stage3,medium,fp32,61,76628822
stage3,medium,fp32,62,76627535
stage3,medium,fp32,63,76629167
stage3,medium,fp32,64,76608324
stage3,medium,fp32,65,76660897
stage3,medium,fp32,66,76663355
stage3,medium,fp32,67,76654999
stage3,medium,fp32,68,76647545
stage3,medium,fp32,69,76666680
stage3,medium,fp32,70,76647802
stage3,medium,fp32,71,76713727
stage3,medium,fp32,72,76691986
stage3,medium,fp32,73,76673765
stage3,medium,fp32,74,76688058
stage3,medium,fp32,75,76674044
stage3,medium,fp32,76,76705212
stage3,medium,fp32,77,76687935
stage3,medium,fp32,78,76688442
stage3,medium,fp32,79,76672273
stage3,medium,fp32,80,76719040
stage3,medium,fp32,81,76707772
stage3,medium,fp32,82,76695921
stage3,medium,fp32,83,76686923
stage3,medium,fp32,84,76714963
stage3,medium,fp32,85,76741208
stage3,medium,fp32,86,76704919
stage3,medium,fp32,87,76697611
stage3,medium,fp32,88,76693004
stage3,medium,fp32,89,76664755
stage3,medium,fp32,90,76639609
stage3,medium,fp32,91,76660317
stage3,medium,fp32,92,76686710
stage3,medium,fp32,93,76701558
stage3,medium,fp32,94,76671083
stage3,medium,fp32,95,76644924
stage3,medium,fp32,96,76673463
stage3,medium,fp32,97,76683965
stage3,medium,fp32,98,76653408
stage3,medium,fp32,99,76718390
stage3,medium,fp32,100,76716862
stage3,medium,fp32,101,76608776
stage3,medium,fp32,102,76690153
stage3,medium,fp32,103,76665341
stage3,medium,fp32,104,76702364
stage3,medium,fp32,105,76698012
stage3,medium,fp32,106,76703759
stage3,medium,fp32,107,76673905
stage3,medium,fp32,108,76692717
stage3,medium,fp32,109,76645756
stage3,medium,fp32,110,76690661
stage3,medium,fp32,111,76641135
stage3,medium,fp32,112,76626439
stage3,medium,fp32,113,76562116
stage3,medium,fp32,114,76601182
stage3,medium,fp32,115,76611748
stage3,medium,fp32,116,76621221
stage3,medium,fp32,117,76672737
stage3,medium,fp32,118,76676745
stage3,medium,fp32,119,76639598
stage3,medium,fp32,120,76594733
stage3,medium,fp32,121,76700373
stage3,medium,fp32,122,76647271
stage3,medium,fp32,123,76661222
stage3,medium,fp32,124,76631282
stage3,medium,fp32,125,76686046
stage3,medium,fp32,126,76609264
